movie_name,message_id,channel_id
Zebra 2024,21,-1003251791991
Zebra 2024,22,-1003251791991
Zebra 2024,23,-1003251791991
Zebra 2024,25,-1003251791991
Show Time 2025,26,-1003251791991
Show Time 2025,27,-1003251791991
Show Time 2025,28,-1003251791991
Show Time 2025,29,-1003251791991
Show Time 2025,30,-1003251791991
Taskaree: The Smugglers Web (2026),31,-1003251791991
Taskaree: The Smugglers Web (2026),32,-1003251791991
Taskaree: The Smugglers Web (2026),33,-1003251791991
Andhadhun (2018),34,-1003251791991
Andhadhun (2018),35,-1003251791991
Andhadhun (2018),36,-1003251791991
Andhadhun (2018),37,-1003251791991
Andhadhun (2018),38,-1003251791991
Andhadhun (2018),39,-1003251791991
Andhadhun (2018),40,-1003251791991
Andhadhun (2018),41,-1003251791991
Andhadhun (2018),42,-1003251791991
Andhadhun (2018),43,-1003251791991
Andhadhun (2018),44,-1003251791991
Andhadhun (2018),45,-1003251791991
Andhadhun (2018),46,-1003251791991
Andhadhun (2018),47,-1003251791991
Anyaa 2025 S01,48,-1003251791991
Anyaa 2025 S01,49,-1003251791991
Anyaa 2025 S01,50,-1003251791991
Rangeen 2025 S01,51,-1003251791991
Rangeen 2025 S01,52,-1003251791991
Rangeen 2025 S01,53,-1003251791991
Bachhala Malli 2024,41,-1003251791991
Bachhala Malli 2024,42,-1003251791991
Bachhala Malli 2024,43,-1003251791991
Bachhala Malli 2024,44,-1003251791991
Bachhala Malli 2024,45,-1003251791991
Bachhala Malli 2024,46,-1003251791991
Bachhala Malli 2024,47,-1003251791991
Bachhala Malli 2024,54,-1003251791991
Bachhala Malli 2024,55,-1003251791991
Bachhala Malli 2024,56,-1003251791991
Seesaw 2025,57,-1003251791991
Seesaw 2025,58,-1003251791991
Seesaw 2025,59,-1003251791991
Seesaw 2025,60,-1003251791991
Seesaw 2025,61,-1003251791991
Seesaw 2025,62,-1003251791991
Seesaw 2025,63,-1003251791991
Seesaw 2025,64,-1003251791991
Seesaw 2025,65,-1003251791991
Narivetta 2025,66,-1003251791991
Narivetta 2025,67,-1003251791991
Narivetta 2025,68,-1003251791991
Narivetta 2025,69,-1003251791991
Narivetta 2025,70,-1003251791991
Narivetta 2025,71,-1003251791991
Narivetta 2025,72,-1003251791991
Narivetta 2025,73,-1003251791991
Narivetta 2025,74,-1003251791991
Narivetta 2025,75,-1003251791991
Narivetta 2025,76,-1003251791991
Narivetta 2025,77,-1003251791991
Narivetta 2025,78,-1003251791991
Narivetta 2025,79,-1003251791991
Pechi 2024,92,-1003251791991
Pechi 2024,93,-1003251791991
Pechi 2024,94,-1003251791991
Pechi 2024,95,-1003251791991
Pechi 2024,96,-1003251791991
Pechi 2024,97,-1003251791991
Pechi 2024,98,-1003251791991
Pechi 2024,99,-1003251791991
Pechi 2024,100,-1003251791991
Pechi 2024,101,-1003251791991
Pechi 2024,102,-1003251791991
Pechi 2024,103,-1003251791991
Gurthunda Seethakalam 2022,104,-1003251791991
Gurthunda Seethakalam 2022,105,-1003251791991
Gurthunda Seethakalam 2022,106,-1003251791991
Gurthunda Seethakalam 2022,107,-1003251791991
Gurthunda Seethakalam 2022,108,-1003251791991
Gurthunda Seethakalam 2022,109,-1003251791991
Gurthunda Seethakalam 2022,110,-1003251791991
Gurthunda Seethakalam 2022,111,-1003251791991
Gurthunda Seethakalam 2022,112,-1003251791991
Gurthunda Seethakalam 2022,113,-1003251791991
Gurthunda Seethakalam 2022,114,-1003251791991
Gurthunda Seethakalam 2022,115,-1003251791991
Fear 2024,116,-1003251791991
Fear 2024,117,-1003251791991
Fear 2024,118,-1003251791991
Fear 2024,119,-1003251791991
Fear 2024,120,-1003251791991
Fear 2024,121,-1003251791991
Fear 2024,122,-1003251791991
Fear 2024,123,-1003251791991
Fear 2024,124,-1003251791991
Fear 2024,125,-1003251791991
Fear 2024,126,-1003251791991
Fear 2024,127,-1003251791991
Yadha Yadha Hi 2024,128,-1003251791991
Yadha Yadha Hi 2024,129,-1003251791991
Yadha Yadha Hi 2024,130,-1003251791991
Yadha Yadha Hi 2024,131,-1003251791991
Yadha Yadha Hi 2024,132,-1003251791991
Yadha Yadha Hi 2024,133,-1003251791991
Yadha Yadha Hi 2024,134,-1003251791991
Yadha Yadha Hi 2024,135,-1003251791991
Yadha Yadha Hi 2024,136,-1003251791991
Kuladalli Keelyavudo 2025,137,-1003251791991
Kuladalli Keelyavudo 2025,138,-1003251791991
Kuladalli Keelyavudo 2025,139,-1003251791991
Kuladalli Keelyavudo 2025,140,-1003251791991
Kuladalli Keelyavudo 2025,141,-1003251791991
Kuladalli Keelyavudo 2025,142,-1003251791991
Kuladalli Keelyavudo 2025,143,-1003251791991
Kuladalli Keelyavudo 2025,144,-1003251791991
Kuladalli Keelyavudo 2025,145,-1003251791991
Kuladalli Keelyavudo 2025,146,-1003251791991
